0,142.229888916
1,163.249206543
2,155.475708008
3,153.220291138
4,155.271514893
5,156.550750732
6,146.708557129
7,158.497146606
8,161.233978271
9,156.330230713
10,163.350402832
11,160.032440186
12,137.354492188
13,126.697555542
14,157.684158325
15,154.597381592
16,156.21321106
17,155.462783813
18,172.7550354
19,153.737060547
20,176.208648682
21,169.308837891
22,168.891967773
23,166.59979248
24,146.514526367
25,137.627883911
26,161.02520752
27,159.300964355
28,160.617401123
29,159.40826416
30,142.458557129
31,163.870544434
32,173.541381836
33,167.979949951
34,165.34173584
35,163.674209595
36,196.019348145
37,173.004608154
38,155.824905396
39,152.259307861
40,152.670501709
41,153.353530884
42,177.799957275
43,179.189605713
44,176.594055176
45,169.732421875
46,180.679321289
47,169.516784668
48,147.507522583
49,148.479919434
50,183.346801758
51,172.938171387
52,172.578094482
53,170.613616943
54,213.370941162
55,218.794006348
56,178.724945068
57,176.237030029
58,175.991485596
59,176.485534668
60,172.70123291
61,198.229492188
62,185.007843018
63,180.952697754
64,181.142272949
65,180.155853271
66,145.920379639
67,183.879821777
68,166.627960205
69,152.762252808
70,134.323303223
71,153.99887085
72,139.500030518
73,155.517211914
74,184.406860352
75,168.288513184
76,165.801147461
77,169.9090271
78,156.108337402
79,158.944656372
80,158.018127441
81,151.932830811
82,150.037414551
83,142.04296875
