0,111.182548523
1,122.036079407
2,120.052467346
3,116.411735535
4,116.446273804
5,113.675666809
6,103.813201904
7,116.697799683
8,113.30002594
9,110.449661255
10,108.996643066
11,110.667373657
12,96.8924179077
13,104.183532715
14,104.316139221
15,107.024841309
16,107.755432129
17,107.881881714
18,115.903526306
19,113.174034119
20,118.589698792
21,123.448661804
22,114.770309448
23,113.770858765
24,107.634689331
25,121.137405396
26,125.568237305
27,128.41796875
28,125.366500854
29,126.530143738
30,118.174980164
31,129.669281006
32,129.767410278
33,133.012420654
34,127.759757996
35,125.958404541
36,106.530799866
37,114.010795593
38,114.02759552
39,117.270019531
40,115.529945374
41,116.905830383
42,107.562957764
43,130.990142822
44,131.733612061
45,133.513336182
46,133.051925659
47,134.77746582
48,122.230041504
49,119.43927002
50,113.182640076
51,108.853378296
52,107.21006012
53,108.602043152
54,113.362503052
55,104.580322266
56,103.453117371
57,107.96434021
58,108.849739075
59,111.507064819
60,115.21421051
61,124.67049408
62,121.963478088
63,118.406784058
64,117.152923584
65,118.74508667
66,115.818107605
67,125.754959106
68,132.794372559
69,132.758575439
70,128.645095825
71,133.454971313
72,118.66481781
73,112.719894409
74,107.263328552
75,109.60849762
76,110.567420959
77,113.249908447
78,99.2126312256
79,118.478363037
80,111.782470703
81,128.681411743
82,127.316329956
83,127.928108215
