0,54.2400054932
1,57.7261581421
2,59.9611053467
3,58.8603210449
4,59.1417312622
5,60.1760253906
6,64.6065826416
7,66.6403884888
8,67.5178451538
9,66.0395965576
10,65.2141265869
11,64.8155899048
12,55.2580032349
13,54.9520797729
14,59.1818695068
15,60.0630111694
16,61.4237747192
17,63.3327560425
18,60.6718673706
19,61.4856338501
20,61.5597915649
21,60.6261749268
22,61.1097259521
23,61.9327011108
24,54.8213424683
25,58.1154174805
26,62.0291366577
27,60.2284469604
28,60.7910308838
29,62.2237167358
30,61.4953231812
31,60.9526824951
32,63.1995773315
33,62.031867981
34,59.52734375
35,61.3485870361
36,55.102684021
37,53.5762329102
38,59.0331954956
39,57.3019104004
40,58.9206848145
41,59.8625564575
42,60.7474975586
43,63.7359161377
44,66.3762741089
45,66.5438232422
46,65.2293167114
47,64.8886871338
48,57.2983169556
49,56.5023956299
50,60.2182846069
51,58.9121856689
52,59.5081710815
53,61.3546066284
54,61.3648452759
55,61.3821868896
56,64.2851104736
57,64.0714797974
58,63.8982467651
59,64.0550765991
60,62.0262451172
61,59.891998291
62,60.6818008423
63,58.8714294434
64,58.8236694336
65,60.7425384521
66,64.1801681519
67,66.779876709
68,68.2559814453
69,67.4281692505
70,65.7849121094
71,65.1192550659
72,54.7859802246
73,55.6137542725
74,59.9181213379
75,60.8036880493
76,61.7490539551
77,62.6206970215
78,55.2965316772
79,56.9795379639
80,60.869682312
81,61.1842422485
82,61.7277679443
83,63.0330581665
