0,146.263305664
1,158.660980225
2,158.401397705
3,156.244262695
4,159.090011597
5,161.5753479
6,184.570220947
7,174.15524292
8,175.9894104
9,174.579986572
10,172.005126953
11,175.729614258
12,137.405944824
13,168.311004639
14,164.132171631
15,161.153991699
16,160.136047363
17,161.315429688
18,191.443756104
19,195.061401367
20,187.281097412
21,188.680633545
22,179.394256592
23,179.320556641
24,147.652709961
25,174.312164307
26,171.926086426
27,170.570861816
28,168.438232422
29,170.9347229
30,143.170532227
31,171.334838867
32,179.732696533
33,181.926544189
34,173.148284912
35,178.626495361
36,209.480285645
37,183.108703613
38,178.944946289
39,178.225738525
40,174.123535156
41,175.125030518
42,169.681854248
43,184.434631348
44,178.620483398
45,169.041687012
46,181.402832031
47,181.711029053
48,153.729598999
49,188.446746826
50,182.804718018
51,181.202972412
52,176.031829834
53,179.44821167
54,188.736755371
55,175.903106689
56,176.354187012
57,175.684112549
58,174.652435303
59,178.500061035
60,192.542022705
61,164.071075439
62,162.725570679
63,164.411346436
64,165.955932617
65,167.655975342
66,181.120849609
67,170.457763672
68,171.434997559
69,181.579437256
70,175.152404785
71,179.696350098
72,179.214324951
73,184.856750488
74,177.717132568
75,170.280670166
76,172.571075439
77,174.988891602
78,195.113464355
79,173.022399902
80,180.459381104
81,167.073760986
82,173.377288818
83,175.374084473
