0,163.283447266
1,165.775909424
2,166.707321167
3,170.941574097
4,174.419418335
5,171.967849731
6,180.132156372
7,176.324264526
8,182.505905151
9,187.921142578
10,190.697982788
11,189.717468262
12,173.519104004
13,167.877563477
14,171.955581665
15,178.280273438
16,182.043319702
17,182.652420044
18,185.160827637
19,192.34072876
20,191.374679565
21,193.801528931
22,195.096572876
23,196.084274292
24,169.475067139
25,164.328598022
26,168.234039307
27,169.126098633
28,173.448196411
29,178.644836426
30,169.509033203
31,169.91343689
32,176.01991272
33,181.32359314
34,184.106338501
35,187.637619019
36,175.572525024
37,177.305923462
38,178.330612183
39,179.943847656
40,182.710205078
41,185.354049683
42,190.968994141
43,189.670623779
44,201.988037109
45,205.580795288
46,204.83152771
47,199.102111816
48,164.311019897
49,163.002182007
50,167.787124634
51,169.859375
52,172.065505981
53,170.810546875
54,175.815322876
55,189.011871338
56,193.237442017
57,195.085479736
58,193.240951538
59,189.087509155
60,182.619522095
61,179.185119629
62,176.41204834
63,176.282836914
64,177.422546387
65,179.62322998
66,177.346542358
67,178.348648071
68,193.076950073
69,190.282577515
70,199.374786377
71,199.514724731
72,169.481231689
73,168.311264038
74,191.117218018
75,195.724227905
76,195.393585205
77,195.889251709
78,177.439682007
79,177.414199829
80,178.62272644
81,182.657348633
82,186.978561401
83,189.134475708
