0,146.345718384
1,161.368026733
2,164.75012207
3,162.212539673
4,160.833404541
5,157.155883789
6,177.356307983
7,159.407211304
8,178.951049805
9,174.912216187
10,177.110824585
11,173.684417725
12,156.450744629
13,146.603927612
14,158.578155518
15,156.508605957
16,156.01461792
17,157.924484253
18,172.098526001
19,190.699859619
20,184.488540649
21,180.219711304
22,179.330474854
23,177.219299316
24,152.719299316
25,145.418640137
26,162.821563721
27,160.69367981
28,163.645568848
29,169.438552856
30,157.404434204
31,152.178619385
32,170.997665405
33,169.05368042
34,175.172058105
35,173.238449097
36,165.340148926
37,175.069015503
38,157.584259033
39,158.52142334
40,158.378646851
41,159.645843506
42,184.243255615
43,187.040481567
44,192.361495972
45,197.397735596
46,196.230026245
47,186.103637695
48,160.54234314
49,149.185058594
50,160.240341187
51,159.46484375
52,159.9559021
53,157.017288208
54,172.914352417
55,169.457214355
56,182.044677734
57,189.190139771
58,185.290481567
59,180.359176636
60,190.660339355
61,176.190032959
62,170.84588623
63,161.844055176
64,157.70161438
65,163.507843018
66,174.397094727
67,161.100311279
68,185.329986572
69,179.722702026
70,182.961029053
71,182.612182617
72,153.34324646
73,161.339080811
74,198.231948853
75,197.229690552
76,196.747634888
77,191.631530762
78,176.70501709
79,180.29510498
80,162.558700562
81,161.588745117
82,165.889938354
83,163.834915161
