,traffic_flow,travel_time
0.0,1.0,58.05
1.0,1.0,58.05
2.0,1.33333333333,57.6566666667
3.0,1.66666666667,57.2633333333
4.0,2.0,56.87
5.0,3.0,77.74
6.0,2.0,60.19
7.0,1.0,42.64
8.0,3.0,40.1733333333
9.0,2.5,41.0466666667
10.0,2.0,41.92
11.0,3.0,39.43
12.0,3.0,48.13
13.0,6.0,62.1066666667
14.0,2.0,46.115
15.0,5.0,49.556
16.0,7.0,54.84
17.0,7.0,58.0842857143
18.0,5.0,46.356
19.0,5.0,48.588
20.0,8.0,66.6425
21.0,10.0,64.681
22.0,10.0,85.676
23.0,9.0,58.9688888889
24.0,13.0,75.4869230769
25.0,14.0,80.2078571429
26.0,13.0,63.4484615385
27.0,17.0,78.0511764706
28.0,10.0,50.994
29.0,13.0,62.2246153846
30.0,13.0,78.3115384615
31.0,11.0,59.4118181818
32.0,8.0,65.1425
33.0,7.0,62.6114285714
34.0,4.0,45.9425
35.0,7.0,47.9757142857
36.0,11.0,60.1681818182
37.0,12.0,49.5275
38.0,13.0,52.1738461538
39.0,12.0,50.3075
40.0,9.0,57.0911111111
41.0,11.0,61.1263636364
42.0,11.0,65.1145454545
43.0,12.0,74.7066666667
44.0,16.0,63.825625
45.0,10.0,57.343
46.0,9.0,64.2222222222
47.0,10.0,58.741
48.0,4.0,59.6375
49.0,8.0,51.97
50.0,11.0,61.6009090909
51.0,4.0,79.535
52.0,7.0,83.8285714286
53.0,10.0,65.675
54.0,11.0,78.0936363636
55.0,6.0,50.5666666667
56.0,13.0,65.0738461538
57.0,8.0,67.32625
58.0,5.0,79.854
59.0,8.0,79.645
60.0,5.0,87.942
61.0,10.0,44.09
62.0,8.0,64.16375
63.0,4.0,68.4775
64.0,11.0,59.0945454545
65.0,5.0,51.182
66.0,3.0,46.0933333333
67.0,4.0,91.85
68.0,3.0,47.02
69.0,3.0,54.5933333333
70.0,3.0,51.8266666667
71.0,4.0,67.96
72.0,2.5,52.925
73.0,1.0,37.89
74.0,1.0,83.66
75.0,1.0,57.64
76.0,2.0,58.62
77.0,4.0,40.755
78.0,1.0,49.12
79.0,1.0,18.68
80.0,1.0,33.89
81.0,1.0,60.67
82.0,1.0,18.59
83.0,1.0,100.71
84.0,3.0,39.6733333333
85.0,1.0,64.32
86.0,1.0,49.4
87.0,12.0,49.7633333333
88.0,11.0,57.67
89.0,7.0,46.1985714286
90.0,4.0,44.095
91.0,9.0,59.8744444444
92.0,4.0,88.815
93.0,9.0,77.8477777778
94.0,9.0,67.2122222222
95.0,11.0,73.6772727273
96.0,10.0,61.007
97.0,2.0,19.545
98.0,2.0,50.995
99.0,2.0,44.935
100.0,2.0,34.115
101.0,2.0,23.295
102.0,6.0,42.902
103.0,10.0,62.509
104.0,7.0,80.0128571429
105.0,7.0,49.45
106.0,10.0,46.637
107.0,8.0,60.4775
108.0,7.0,53.9857142857
109.0,8.0,49.5525
110.0,13.0,55.2753846154
111.0,12.0,73.4658333333
112.0,11.0,50.8163636364
113.0,15.0,73.496
114.0,7.0,66.6442857143
115.0,14.0,57.3307142857
116.0,8.0,53.56625
117.0,5.0,62.18
118.0,8.0,54.3975
119.0,13.0,70.3330769231
120.0,6.0,67.11
121.0,15.0,76.0293333333
122.0,7.0,52.8714285714
123.0,4.0,50.165
124.0,15.0,81.348
125.0,9.0,75.4755555556
126.0,8.0,67.8875
127.0,14.0,85.105
128.0,18.0,71.6477777778
129.0,11.0,82.1518181818
130.0,5.0,56.44
131.0,9.0,52.1
132.0,7.0,57.6071428571
133.0,6.0,52.5816666667
134.0,4.0,95.285
135.0,7.0,54.5685714286
136.0,6.0,50.8366666667
137.0,6.0,68.6783333333
138.0,4.0,55.445
139.0,5.0,44.938
140.0,4.0,66.2425
141.0,4.0,49.7525
142.0,5.0,55.154
143.0,3.0,56.67
144.0,1.0,39.21
145.0,2.0,44.8958333333
146.0,3.0,50.5816666667
147.0,4.0,56.2675
148.0,1.0,41.47
149.0,1.0,80.25
150.0,3.0,45.1866666667
151.0,1.0,28.59
152.0,2.0,54.085
153.0,4.0,47.21
154.0,2.0,50.25
155.0,3.0,83.4766666667
156.0,3.0,66.6816666667
157.0,3.0,49.8866666667
158.0,5.0,61.712
159.0,2.0,48.065
160.0,1.0,39.5
161.0,12.0,56.6925
162.0,3.0,63.1766666667
163.0,2.0,87.03
164.0,3.0,65.3366666667
165.0,13.0,65.0623076923
166.0,11.0,90.6136363636
167.0,10.0,99.79
168.0,8.0,95.13875
169.0,12.0,90.7133333333
170.0,16.0,67.966875
171.0,8.0,59.48125
172.0,4.0,84.56
173.0,6.0,75.3333333333
174.0,11.0,68.4990909091
175.0,10.0,64.062
176.0,8.0,76.34
177.0,3.0,64.0866666667
178.0,8.0,84.855
179.0,6.0,58.8383333333
180.0,9.0,61.17
181.0,13.0,69.7946153846
182.0,13.0,70.9261538462
183.0,10.0,73.361
184.0,14.0,58.1335714286
185.0,12.0,68.565
186.0,14.0,60.0628571429
187.0,7.0,60.1885714286
188.0,7.0,66.7471428571
189.0,8.0,51.3175
190.0,12.0,60.3183333333
191.0,17.0,60.8970588235
192.0,9.0,51.9433333333
193.0,11.0,84.0845454545
194.0,17.0,74.3764705882
195.0,12.0,58.4625
196.0,10.0,79.443
197.0,7.0,75.1257142857
198.0,9.0,63.41
199.0,12.0,59.0808333333
200.0,6.0,75.4983333333
201.0,5.0,48.834
202.0,11.0,49.3218181818
203.0,10.0,73.564
204.0,13.0,59.4976923077
205.0,5.0,60.804
206.0,6.0,53.9466666667
207.0,6.0,62.5766666667
208.0,4.0,51.8725
209.0,10.0,53.807
210.0,5.0,53.026
211.0,3.0,59.7766666667
212.0,6.0,49.0016666667
213.0,4.0,39.1475
214.0,2.0,64.955
215.0,1.0,34.43
216.0,5.0,51.286
217.0,5.0,43.056
218.0,5.0,62.392
219.0,1.0,52.1
220.0,1.0,45.71
221.0,1.0,52.62
222.0,1.0,46.31
223.0,1.0,40.0
224.0,1.0,61.535
225.0,1.0,83.07
226.0,2.0,65.69
227.0,4.0,37.855
228.0,2.0,67.94
229.0,4.0,52.25
230.0,6.0,40.66
231.0,4.0,45.625
232.0,4.0,60.4975
233.0,5.0,60.626
234.0,3.0,65.3633333333
235.0,8.0,57.03875
236.0,7.0,63.9714285714
237.0,7.0,77.0942857143
238.0,13.0,80.9469230769
239.0,9.0,65.3488888889
240.0,8.0,75.5325
241.0,6.0,65.9216666667
242.0,8.0,70.9375
243.0,9.0,69.4211111111
244.0,9.0,78.8088888889
245.0,15.0,61.7326666667
246.0,10.0,71.169
247.0,11.0,84.7527272727
248.0,5.0,50.076
249.0,12.0,53.5666666667
250.0,9.0,50.3555555556
251.0,12.0,50.4108333333
252.0,8.0,63.695
253.0,9.0,55.9533333333
254.0,7.0,60.7628571429
255.0,10.0,54.922
256.0,16.0,62.358125
257.0,12.0,71.5925
258.0,11.0,55.4490909091
259.0,17.0,87.6035294118
260.0,19.0,70.1884210526
261.0,12.0,60.3241666667
262.0,12.0,96.135
263.0,12.0,58.8041666667
264.0,14.0,57.3871428571
265.0,15.0,68.5666666667
266.0,25.0,70.0388
267.0,15.0,75.9893333333
268.0,17.0,82.8570588235
269.0,15.0,101.890666667
270.0,14.0,64.3014285714
271.0,10.0,77.614
272.0,11.0,64.4181818182
273.0,14.0,64.6
274.0,10.0,71.647
275.0,9.0,69.5155555556
276.0,6.0,86.205
277.0,7.0,81.1685714286
278.0,8.0,55.61875
279.0,6.0,81.33
280.0,10.0,86.23
281.0,1.0,36.08
282.0,2.0,45.07
283.0,3.0,53.56
284.0,4.0,43.6225
285.0,9.0,69.6366666667
286.0,1.0,117.58
287.0,1.52380952381,115.796666667
288.0,2.04761904762,114.013333333
289.0,2.57142857143,112.23
290.0,3.09523809524,110.446666667
291.0,3.61904761905,108.663333333
292.0,4.14285714286,106.88
293.0,4.66666666667,105.096666667
294.0,5.19047619048,103.313333333
295.0,5.71428571429,101.53
296.0,6.2380952381,99.7466666667
297.0,6.7619047619,97.9633333333
298.0,7.28571428571,96.18
299.0,7.80952380952,94.3966666667
300.0,8.33333333333,92.6133333333
301.0,8.85714285714,90.83
302.0,9.38095238095,89.0466666667
303.0,9.90476190476,87.2633333333
304.0,10.4285714286,85.48
305.0,10.9523809524,83.6966666667
306.0,11.4761904762,81.9133333333
307.0,12.0,80.13
308.0,15.0,82.5573333333
309.0,12.0,87.6266666667
310.0,8.0,76.68
311.0,9.0,69.0455555556
312.0,8.0,60.64875
313.0,11.0,76.2290909091
314.0,9.0,92.3666666667
315.0,13.0,70.1576923077
316.0,3.0,85.3366666667
317.0,8.0,84.5075
318.0,6.0,67.6866666667
319.0,9.0,90.0377777778
320.0,5.0,57.4988888889
321.0,1.0,24.96
322.0,9.0,86.2477777778
323.0,16.0,74.045
324.0,12.0,72.5991666667
325.0,16.0,57.48
326.0,10.0,67.188
327.0,11.0,52.0945454545
328.0,21.0,61.5804761905
329.0,15.0,76.948
330.0,11.0,54.9
331.0,14.0,73.2464285714
332.0,11.0,82.1
333.0,4.0,87.81
334.0,15.0,56.2453333333
335.0,14.0,56.1228571429
336.0,9.0,64.48
337.0,11.0,84.2072727273
338.0,7.0,87.8542857143
339.0,16.0,52.276875
340.0,8.0,84.0925
341.0,12.0,62.9616666667
342.0,6.0,49.85
343.0,15.0,83.694
344.0,9.0,73.5211111111
345.0,8.0,68.4925
346.0,8.0,52.11625
347.0,7.0,62.3042857143
348.0,11.0,53.4563636364
349.0,10.0,65.257
350.0,11.0,65.1209090909
351.0,4.0,66.175
352.0,6.0,69.415
353.0,5.0,53.942
354.0,2.0,49.285
355.0,3.0,45.9166666667
356.0,4.0,80.63
357.0,3.0,63.0133333333
358.0,2.0,53.15
359.0,5.0,45.404
360.0,5.0,62.024
361.0,2.0,98.735
362.0,3.0,48.3733333333
363.0,2.5,45.8166666667
364.0,2.0,43.26
365.0,1.0,54.04
366.0,1.0,37.87
367.0,2.0,24.625
368.0,2.0,78.195
369.0,1.0,48.25
370.0,2.5,38.85875
371.0,4.0,29.4675
372.0,3.0,41.80375
373.0,2.0,54.14
374.0,10.0,75.676
375.0,5.0,47.456
376.0,2.0,42.945
377.0,5.0,44.502
378.0,5.0,36.17
379.0,3.0,63.1766666667
380.0,8.0,60.76
381.0,3.0,87.8766666667
382.0,10.0,70.0
383.0,8.0,63.79875
384.0,7.0,63.5185714286
385.0,6.0,48.215
386.0,15.0,71.676
387.0,10.0,44.935
388.0,10.0,66.595
389.0,6.0,61.045
390.0,11.0,53.9927272727
391.0,16.0,70.29
392.0,13.0,62.9538461538
393.0,10.0,64.709
394.0,10.0,73.086
395.0,11.0,43.8109090909
396.0,7.0,54.7114285714
397.0,11.0,56.4072727273
398.0,10.0,61.415
399.0,7.0,53.0957142857
400.0,11.0,71.2290909091
