,traffic_flow,travel_time
0.0,1.0,70.85
1.0,1.0,148.79
2.0,1.25,135.0225
3.0,1.5,121.255
4.0,1.75,107.4875
5.0,2.0,93.72
6.0,1.0,67.81
7.0,1.5,117.6775
8.0,2.0,167.545
9.0,2.66666666667,144.526666667
10.0,3.33333333333,121.508333333
11.0,4.0,98.49
12.0,2.0,96.67
13.0,1.0,53.15
14.0,2.0,55.245
15.0,1.0,209.66
16.0,1.0,188.42
17.0,1.0,167.18
18.0,1.0,145.94
19.0,1.0,127.35
20.0,1.0,97.2
21.0,5.0,118.428
22.0,2.0,82.63
23.0,1.0,110.5
24.0,3.0,125.76
25.0,5.0,141.334
26.0,5.0,80.942
27.0,3.0,165.29
28.0,3.0,78.1266666667
29.0,4.0,117.8275
30.0,6.0,98.9216666667
31.0,6.0,112.998333333
32.0,1.0,98.15
33.0,3.0,95.9833333333
34.0,4.0,84.3625
35.0,3.0,96.54
36.0,1.0,144.87
37.0,1.0,136.36
38.0,3.0,129.503333333
39.0,6.0,116.47
40.0,6.0,119.368333333
41.0,1.0,176.65
42.0,2.0,159.465
43.0,6.0,129.478333333
44.0,10.0,120.241
45.0,7.0,115.291428571
46.0,4.0,129.4725
47.0,6.0,120.756666667
48.0,8.0,116.06875
49.0,6.0,152.498333333
50.0,6.0,101.663333333
51.0,4.0,139.3625
52.0,4.0,103.665
53.0,1.0,109.3
54.0,2.0,108.3
55.0,2.0,91.935
56.0,5.0,106.918
57.0,5.5,111.453166667
58.0,6.0,115.988333333
59.0,1.0,209.49
60.0,2.0,112.255
61.0,3.0,104.54
62.0,4.0,96.825
63.0,3.0,114.925
64.0,2.0,133.025
65.0,3.0,96.9566666667
66.0,2.0,149.315
67.0,1.0,100.55
68.0,1.0,98.81
69.0,1.0,97.07
70.0,1.5,109.09
71.0,2.0,121.11
72.0,2.0,114.12625
73.0,2.0,107.1425
74.0,2.0,100.15875
75.0,2.0,93.175
76.0,1.5,63.2125
77.0,1.0,33.25
78.0,1.5,80.365
79.0,2.0,127.48
80.0,1.0,157.13
81.0,1.0,125.75
82.0,2.0,104.71
83.0,1.0,148.14
84.0,2.0,113.715
85.0,1.0,129.63
86.0,1.0,59.88
87.0,1.25,72.99875
88.0,1.5,86.1175
89.0,1.75,99.23625
90.0,2.0,112.355
91.0,2.5,121.4725
92.0,3.0,130.59
93.0,1.0,122.35
94.0,4.0,133.205
95.0,3.0,137.976666667
96.0,2.0,138.57
97.0,6.0,127.683333333
98.0,13.0,134.423846154
99.0,2.0,114.74
100.0,2.0,94.58
101.0,4.0,170.11
102.0,3.5,158.313333333
103.0,3.0,146.516666667
104.0,5.0,119.25
105.0,4.0,126.265
106.0,3.0,157.703333333
107.0,3.0,80.5233333333
108.0,6.0,111.791666667
109.0,3.0,47.2666666667
110.0,10.0,82.822
111.0,4.0,116.9975
112.0,4.0,65.4475
113.0,3.0,127.096666667
114.0,3.0,95.3633333333
115.0,3.0,112.071666667
116.0,3.0,128.78
117.0,2.0,54.225
118.0,3.0,134.65
119.0,2.0,174.75
120.0,2.0,130.685
121.0,2.0,98.28
122.0,5.0,98.734
123.0,4.0,114.94
124.0,7.0,131.361428571
125.0,3.0,134.243333333
126.0,5.0,101.554
127.0,4.0,113.7675
128.0,5.0,89.668
129.0,6.0,114.531666667
130.0,4.0,90.795
131.0,3.0,103.43
132.0,5.0,91.334
133.0,2.0,156.445
134.0,2.0,78.355
135.0,4.0,85.88
136.0,3.5,98.675
137.0,3.0,111.47
138.0,2.0,91.515
139.0,1.66666666667,106.963333333
140.0,1.33333333333,122.411666667
141.0,1.0,137.86
142.0,3.0,125.373
143.0,5.0,112.886
144.0,2.0,85.005
145.0,2.0,80.2
146.0,2.0,75.395
147.0,2.0,70.59
148.0,2.0,65.785
149.0,2.0,73.0007142857
150.0,2.0,80.2164285714
151.0,2.0,87.4321428571
152.0,2.0,94.6478571429
153.0,2.0,101.863571429
154.0,2.0,109.079285714
155.0,2.0,116.295
156.0,2.0,123.510714286
157.0,2.0,130.726428571
158.0,2.0,137.942142857
159.0,2.0,145.157857143
160.0,2.0,152.373571429
161.0,2.0,159.589285714
162.0,2.0,166.805
163.0,1.0,136.67
164.0,1.0,55.92
165.0,1.0,206.59
166.0,3.0,113.783333333
167.0,4.0,146.58
168.0,2.0,107.115
169.0,2.25,116.25875
170.0,2.5,125.4025
171.0,2.75,134.54625
172.0,3.0,143.69
173.0,3.25,152.83375
174.0,3.5,161.9775
175.0,3.75,171.12125
176.0,4.0,180.265
177.0,3.0,54.8033333333
178.0,2.0,108.52
179.0,1.0,168.37
180.0,1.0,61.47
181.0,5.0,132.244
182.0,6.0,113.736666667
183.0,1.0,56.73
184.0,2.0,144.33
185.0,5.0,99.394
186.0,5.0,103.306
187.0,2.0,51.835
188.0,4.0,111.7625
189.0,2.0,114.77
190.0,3.0,116.49
191.0,3.0,75.8166666667
192.0,3.0,97.67
193.0,3.0,140.7
194.0,5.0,115.476
195.0,4.5,120.498
196.0,4.0,125.52
197.0,2.0,110.945
198.0,2.0,95.16
199.0,3.0,131.436666667
200.0,2.0,169.79
201.0,5.0,105.568
202.0,1.0,96.17
203.0,1.0,119.58
204.0,6.0,101.765
205.0,5.0,117.654
206.0,3.0,124.203333333
207.0,2.0,93.895
208.0,1.0,93.98
209.0,1.5,99.94
210.0,2.0,105.9
211.0,3.0,118.726666667
212.0,3.0,123.116666667
213.0,3.0,127.506666667
214.0,1.0,86.59
215.0,4.0,142.1625
216.0,3.25,148.036875
217.0,2.5,153.91125
218.0,1.75,159.785625
219.0,1.0,165.66
220.0,1.0,140.175
221.0,1.0,114.69
222.0,1.0,89.205
223.0,1.0,63.72
224.0,1.0,38.235
225.0,1.0,12.75
226.0,1.0,37.112
227.0,1.0,61.474
228.0,1.0,85.836
229.0,1.0,110.198
230.0,1.0,134.56
231.0,1.0,96.23
232.0,1.0,154.3
233.0,1.0,195.81
234.0,1.0,189.33
235.0,1.0,75.94
236.0,2.0,72.475
237.0,3.0,90.7866666667
238.0,2.0,88.865
239.0,2.0,180.59
240.0,3.0,126.726666667
241.0,1.0,217.6
242.0,4.0,121.925
243.0,6.0,161.563333333
244.0,3.0,113.62
245.0,3.0,137.223333333
246.0,4.0,133.7775
247.0,3.5,139.990416667
248.0,3.0,146.203333333
249.0,6.0,112.085
250.0,5.0,99.188
251.0,4.0,81.4775
252.0,2.0,124.93
253.0,2.0,82.825
254.0,4.0,148.5725
255.0,3.0,101.82
256.0,4.0,69.6325
257.0,3.0,88.79
258.0,4.0,117.045
259.0,2.0,90.705
260.0,5.0,128.29
261.0,5.0,129.11
262.0,6.0,101.98
263.0,7.0,101.564285714
264.0,7.0,130.6
265.0,2.0,113.65
266.0,7.0,84.4857142857
267.0,2.0,115.185
268.0,4.0,136.9875
269.0,2.0,171.175
270.0,6.0,105.541666667
271.0,7.0,82.4228571429
272.0,8.0,91.95625
273.0,3.0,111.783333333
274.0,2.0,113.59
275.0,2.0,125.715
276.0,2.0,137.065
277.0,2.0,143.25
278.0,3.0,109.69
279.0,1.0,83.7
280.0,1.5,112.6125
281.0,2.0,141.525
282.0,4.0,118.165
283.0,1.0,66.34
284.0,2.0,118.93
285.0,1.0,62.51
286.0,1.0,154.56
287.0,1.0,136.23
288.0,1.5,139.0225
289.0,2.0,141.815
290.0,5.0,129.474
291.0,3.0,152.462
292.0,1.0,175.45
293.0,2.0,129.415
294.0,2.0,133.2
295.0,2.0,136.985
296.0,2.0,140.77
297.0,2.0,132.371666667
298.0,2.0,123.973333333
299.0,2.0,115.575
300.0,2.0,121.645
301.0,2.0,127.715
302.0,2.0,133.785
303.0,1.5,148.1525
304.0,1.0,162.52
305.0,1.5,104.59
306.0,2.0,46.66
307.0,1.0,95.37
308.0,1.0,161.2
309.0,4.0,130.1475
310.0,3.0,63.1766666667
311.0,5.0,100.588
312.0,3.0,157.783333333
313.0,2.0,60.5
314.0,2.0,92.485
315.0,6.0,153.165
316.0,5.0,144.094
317.0,7.0,134.612555556
318.0,9.0,125.131111111
319.0,1.0,141.22
320.0,3.0,132.736666667
321.0,5.0,151.058
322.0,2.0,94.56
323.0,6.0,111.913333333
324.0,3.0,101.033333333
325.0,3.0,79.6766666667
326.0,6.0,98.1566666667
327.0,4.0,139.54
328.0,4.0,101.4275
329.0,6.0,123.305
330.0,8.0,112.9575
331.0,5.0,137.47
332.0,4.0,139.255
333.0,3.0,106.786666667
334.0,2.0,135.79
335.0,6.0,116.868333333
336.0,4.0,150.8475
337.0,6.0,145.743333333
338.0,4.0,120.62
339.0,3.0,116.163333333
340.0,4.0,122.16
341.0,3.0,124.94
342.0,4.0,140.635
343.0,1.0,63.35
344.0,3.0,126.81
345.0,2.0,103.21
346.0,3.0,78.76
347.0,4.0,161.555
348.0,1.0,199.56
349.0,3.0,140.216666667
350.0,7.0,89.31
351.0,5.0,110.148
352.0,9.0,102.532222222
353.0,6.0,142.98
354.0,4.0,95.5125
355.0,3.0,125.836666667
356.0,4.0,99.16
357.0,8.0,107.84375
358.0,4.0,137.8675
359.0,3.0,143.383333333
360.0,9.0,120.787777778
361.0,5.5,95.4713888889
362.0,2.0,70.155
363.0,3.0,153.093333333
364.0,1.0,175.41
365.0,1.0,94.39
366.0,2.0,83.4066666667
367.0,3.0,72.4233333333
368.0,3.0,123.95
369.0,3.0,87.8766666667
370.0,5.0,107.016
371.0,1.0,105.51
372.0,5.0,110.32
373.0,3.0,124.14
374.0,2.0,107.53
375.0,1.0,121.83
376.0,1.0,102.183333333
377.0,1.0,82.5366666667
378.0,1.0,62.89
379.0,1.0,102.01
380.0,2.0,144.585
381.0,1.0,70.05
382.0,3.0,106.573333333
383.0,7.0,115.178571429
384.0,1.0,36.31
385.0,3.0,149.986666667
386.0,1.0,16.61
387.0,8.0,98.77
388.0,6.0,101.021666667
389.0,1.0,156.1
390.0,6.0,146.405
391.0,4.0,115.265
392.0,5.0,154.542
393.0,7.0,139.988571429
394.0,2.0,140.98
395.0,4.0,123.755
396.0,6.0,90.95
397.0,6.0,95.36
398.0,2.0,123.38
399.0,4.0,131.4725
400.0,1.0,83.6
401.0,2.0,107.08
402.0,4.0,122.2225
403.0,6.0,150.778333333
404.0,1.0,185.07
405.0,3.0,143.98
406.0,7.0,125.732857143
407.0,7.0,137.231428571
408.0,7.0,116.75
409.0,7.0,106.894285714
410.0,6.0,127.72
411.0,6.0,195.208333333
412.0,3.0,102.613333333
413.0,9.0,106.738888889
414.0,1.0,122.36
415.0,1.0,156.42
416.0,3.0,87.72
417.0,4.0,135.01
418.0,3.0,75.39
419.0,1.0,153.17
420.0,3.0,78.0033333333
421.0,7.0,132.96
422.0,5.0,127.92
423.0,3.0,73.99
424.0,6.0,133.606666667
425.0,5.0,79.164
426.0,1.0,75.39
427.0,2.0,97.175
428.0,4.0,128.0925
429.0,5.0,115.908
430.0,2.0,78.835
431.0,1.0,72.98
432.0,4.0,123.0025
433.0,3.0,104.626666667
434.0,5.0,83.976
435.0,3.0,107.976666667
436.0,1.0,32.34
437.0,2.0,88.425
438.0,5.0,81.264
439.0,2.0,80.55
440.0,3.0,92.64
441.0,2.5,104.82
442.0,2.0,117.0
443.0,1.5,129.18
444.0,1.0,141.36
445.0,3.0,163.306666667
446.0,2.0,134.258333333
447.0,1.0,105.21
448.0,2.0,137.94
449.0,1.0,161.76
450.0,1.0,86.43
451.0,2.0,58.43
452.0,2.0,137.535
453.0,5.0,140.776
454.0,4.0,142.88
455.0,3.0,68.09
456.0,4.0,108.8175
457.0,2.0,100.64
458.0,10.0,138.424
459.0,8.0,151.655
460.0,4.0,156.2925
461.0,9.0,140.348888889
462.0,4.0,145.06
463.0,3.0,118.163333333
464.0,4.0,108.775
465.0,5.0,80.636
466.0,2.0,60.65
467.0,2.0,124.54
468.0,3.0,110.68625
469.0,4.0,96.8325
470.0,3.0,131.323333333
471.0,6.0,105.695
472.0,2.0,139.785
473.0,6.0,104.543333333
474.0,6.0,113.561666667
475.0,4.0,155.575
476.0,2.0,134.425
477.0,7.0,99.0428571429
478.0,4.0,107.5775
479.0,3.5,107.63375
480.0,3.0,107.69
481.0,3.0,130.88
482.0,3.0,78.5466666667
483.0,5.0,118.636
484.0,6.0,131.041666667
485.0,3.0,74.1
486.0,2.0,186.905
487.0,2.0,127.39
488.0,2.0,104.56
489.0,2.0,131.39
490.0,3.0,86.2266666667
491.0,1.0,57.6
492.0,1.0,163.93
493.0,1.0,155.27
494.0,1.0,95.89
495.0,4.0,180.36
496.0,2.0,97.33
497.0,5.0,114.122
498.0,2.0,70.81
499.0,1.66666666667,107.93
500.0,1.33333333333,145.05
501.0,1.0,182.17
502.0,1.0,162.565
503.0,1.0,142.96
504.0,1.0,47.09
505.0,1.66666666667,71.4177777778
506.0,2.33333333333,95.7455555556
507.0,3.0,120.073333333
508.0,1.0,91.39
509.0,1.0,78.625
510.0,1.0,65.86
511.0,1.0,112.43
512.0,1.0,70.81
513.0,1.0,173.58
514.0,1.5,145.853333333
515.0,2.0,118.126666667
516.0,2.5,90.4
517.0,3.0,62.6733333333
518.0,2.66666666667,80.5255555556
519.0,2.33333333333,98.3777777778
520.0,2.0,116.23
521.0,1.0,152.2
522.0,1.0,26.88
523.0,2.0,116.685
524.0,1.0,38.77
525.0,2.0,102.675
526.0,5.0,82.09
527.0,4.0,113.05
528.0,4.0,119.1275
529.0,2.0,138.17
530.0,7.0,128.085714286
531.0,12.0,120.035
532.0,5.0,114.45
533.0,9.0,111.118888889
534.0,2.0,184.27
535.0,2.0,120.55
536.0,4.0,101.6925
537.0,2.0,75.9
538.0,1.0,124.86
539.0,3.0,94.4866666667
540.0,1.0,139.32
541.0,5.0,92.978
542.0,4.0,108.1675
543.0,1.0,60.94
544.0,2.0,80.66
545.0,5.0,124.356
546.0,6.0,105.296666667
547.0,4.0,131.925
548.0,4.0,107.03
549.0,6.0,127.923333333
550.0,6.0,82.885
551.0,4.0,78.5675
552.0,3.0,111.396666667
553.0,8.0,119.8625
554.0,5.0,94.744
555.0,1.0,123.0
556.0,7.0,98.0271428571
557.0,4.0,110.9225
558.0,2.0,115.07
559.0,1.0,162.83
560.0,2.0,128.59
561.0,3.0,156.163333333
562.0,4.0,106.3275
563.0,4.0,94.4775
564.0,2.0,64.9
565.0,6.0,138.643333333
566.0,6.0,101.333333333
567.0,4.0,104.7225
568.0,5.0,158.478
569.0,5.0,80.748
570.0,3.0,94.4633333333
571.0,2.0,115.586666667
572.0,1.0,136.71
573.0,1.0,86.49
574.0,1.0,94.7066666667
575.0,1.0,102.923333333
576.0,1.0,111.14
577.0,1.0,119.356666667
578.0,1.0,127.573333333
579.0,1.0,135.79
580.0,1.0,125.468571429
581.0,1.0,115.147142857
582.0,1.0,104.825714286
583.0,1.0,94.5042857143
584.0,1.0,84.1828571429
585.0,1.0,73.8614285714
586.0,1.0,63.54
587.0,1.14285714286,72.4914285714
588.0,1.28571428571,81.4428571429
589.0,1.42857142857,90.3942857143
590.0,1.57142857143,99.3457142857
591.0,1.71428571429,108.297142857
592.0,1.85714285714,117.248571429
593.0,2.0,126.2
594.0,2.0,133.655
595.0,2.0,106.995
596.0,3.0,131.123333333
597.0,2.0,144.355
598.0,1.0,53.8
599.0,5.0,89.15
600.0,2.0,141.44
601.0,2.0,104.385
602.0,5.0,82.274
603.0,4.0,101.5175
604.0,4.0,130.04
605.0,5.0,80.938
606.0,3.0,91.48
607.0,1.0,79.99
608.0,4.0,124.2175
609.0,7.0,103.022857143
610.0,6.0,106.098333333
611.0,4.0,160.39
612.0,2.0,74.995
613.0,6.0,113.443333333
614.0,2.0,89.52
615.0,9.0,122.964444444
616.0,1.0,179.15
617.0,4.0,142.635
618.0,10.0,131.314
619.0,2.0,153.31
620.0,14.0,115.092857143
621.0,3.0,101.6
622.0,4.0,80.545
