,traffic_flow,travel_time
0.0,1.0,113.54
1.0,1.0,113.54
2.0,1.0,113.54
3.0,1.0,116.375294118
4.0,1.0,119.210588235
5.0,1.0,122.045882353
6.0,1.0,124.881176471
7.0,1.0,127.716470588
8.0,1.0,130.551764706
9.0,1.0,133.387058824
10.0,1.0,136.222352941
11.0,1.0,139.057647059
12.0,1.0,141.892941176
13.0,1.0,144.728235294
14.0,1.0,147.563529412
15.0,1.0,150.398823529
16.0,1.0,153.234117647
17.0,1.0,156.069411765
18.0,1.0,158.904705882
19.0,1.0,161.74
20.0,1.0,223.81
21.0,1.0,135.92
22.0,1.0,236.12
23.0,1.0,178.425
24.0,1.0,120.73
25.0,1.0,143.37
26.0,1.0,142.4525
27.0,1.0,141.535
28.0,1.0,140.6175
29.0,1.0,139.7
30.0,1.0,139.7
31.0,1.0,114.25
32.0,1.0,130.085714286
33.0,1.0,145.921428571
34.0,1.0,161.757142857
35.0,1.0,177.592857143
36.0,1.0,193.428571429
37.0,1.0,209.264285714
38.0,1.0,225.1
39.0,1.0,202.595
40.0,1.0,180.09
41.0,1.5,177.4625
42.0,2.0,174.835
43.0,6.0,191.571666667
44.0,1.0,222.44
45.0,1.0,156.1
46.0,3.0,185.506666667
47.0,2.5,184.288333333
48.0,2.0,183.07
49.0,3.0,249.183333333
50.0,1.0,95.5
51.0,1.0,100.09
52.0,3.0,172.78
53.0,1.0,203.77
54.0,1.0,134.43
55.0,3.0,254.013333333
56.0,1.0,176.96
57.0,1.0,208.12
58.0,2.0,219.385
59.0,2.0,234.805
60.0,2.0,250.225
61.0,2.0,265.645
62.0,1.5,225.3025
63.0,1.0,184.96
64.0,1.5,185.29
65.0,2.0,185.62
66.0,1.8,205.66
67.0,1.6,225.7
68.0,1.4,245.74
69.0,1.2,265.78
70.0,1.0,285.82
71.0,1.0,278.26125
72.0,1.0,270.7025
73.0,1.0,263.14375
74.0,1.0,255.585
75.0,1.0,248.02625
76.0,1.0,240.4675
77.0,1.0,232.90875
78.0,1.0,225.35
79.0,1.0,217.79125
80.0,1.0,210.2325
81.0,1.0,202.67375
82.0,1.0,195.115
83.0,1.0,187.55625
84.0,1.0,179.9975
85.0,1.0,172.43875
86.0,1.0,164.88
87.0,1.0,151.693333333
88.0,1.0,138.506666667
89.0,1.0,125.32
90.0,1.0,149.9825
91.0,1.0,174.645
92.0,1.0,199.3075
93.0,1.0,223.97
94.0,1.0,139.49
95.0,1.0,175.09
96.0,1.0,155.16
97.0,1.0,273.14
98.0,1.0,229.15
99.0,1.0,186.91
100.0,1.0,144.67
101.0,1.0,102.43
102.0,1.0,221.42
103.0,1.5,186.0125
104.0,2.0,150.605
105.0,1.0,248.62
106.0,1.0,202.93
107.0,1.0,111.24
108.0,1.5,153.935
109.0,2.0,196.63
110.0,3.0,211.78875
111.0,4.0,226.9475
112.0,3.0,195.47875
113.0,2.0,164.01
114.0,2.0,203.2
115.0,2.0,186.645
116.0,1.0,246.2
117.0,1.0,224.975
118.0,1.0,203.75
119.0,1.5,181.61
120.0,2.0,159.47
121.0,1.0,313.93
122.0,3.0,168.69
123.0,1.0,179.45
124.0,2.0,148.835
125.0,1.0,214.36
126.0,4.0,200.7775
127.0,1.0,137.7
128.0,2.0,147.84
129.0,2.0,139.6325
130.0,2.0,131.425
131.0,1.0,234.9
132.0,1.0,250.31
133.0,1.0,265.72
134.0,1.0,281.13
135.0,2.0,262.98
136.0,1.5,210.575
137.0,1.0,158.17
138.0,1.0,185.89
139.0,1.28571428571,182.310952381
140.0,1.57142857143,178.731904762
141.0,1.85714285714,175.152857143
142.0,2.14285714286,171.573809524
143.0,2.42857142857,167.994761905
144.0,2.71428571429,164.415714286
145.0,3.0,160.836666667
146.0,2.88888888889,161.964074074
147.0,2.77777777778,163.091481481
148.0,2.66666666667,164.218888889
149.0,2.55555555556,165.346296296
150.0,2.44444444444,166.473703704
151.0,2.33333333333,167.601111111
152.0,2.22222222222,168.728518519
153.0,2.11111111111,169.855925926
154.0,2.0,170.983333333
155.0,1.88888888889,172.110740741
156.0,1.77777777778,173.238148148
157.0,1.66666666667,174.365555556
158.0,1.55555555556,175.492962963
159.0,1.44444444444,176.62037037
160.0,1.33333333333,177.747777778
161.0,1.22222222222,178.875185185
162.0,1.11111111111,180.002592593
163.0,1.0,181.13
164.0,1.0,178.633333333
165.0,1.0,176.136666667
166.0,1.0,173.64
